url,title,further research,primary category,label,x,y,z
http://arxiv.org/pdf/2201.00052v1,Evaluating Deep Music Generation Methods Using Data Augmentation,"4, pp. 299–310,
from a different distribution to the training data, using domain                    2012.
adversarial training [27], [28] would help to uncover domain
invariant features in the generated samples, and is therefore an              [10] N. Chen, A. Klushyn, R. Kurle, X. Jiang, J. Bayer, and P. Smagt,
interesting avenue for further research. We have also assumed                       “Metrics for deep generative models,” in International Conference on
that generated samples strictly inherit the label from an origi-                    Artiﬁcial Intelligence and Statistics. ",cs.SD,A,0.057216942,-0.19218987,0.2692148
http://arxiv.org/pdf/2201.00927v1,Classifying Autism from Crowdsourced Semi-Structured Speech Recordings: A Machine Learning Approach,"Such approaches have been demonstrated to improve socialization among children with
autism spectrum disorder [31, 36], suggesting that they could also be used to collect
naturalistic data similar to this experiment in an unobtrusive way. Another area of interest for future work may be examining the possibility of leveraging a
distributed workforce of humans for extracting audio-related features to bolster screening
accuracy. Previous work examined the use of crowdsourced annotations for autism,
indicating that similar approaches could perhaps be applied through audio [39-45]. ",cs.SD,B,-0.1629921,0.0603036,0.012805516
http://arxiv.org/pdf/2201.01763v1,Robust Self-Supervised Audio-Visual Speech Recognition,"With less than 10% of labeled data, our
noise-augmented pre-training approach reduces recognition error       model outperforms prior SOTA by ∼ 50%. Our future work
by 81.8% (42.9%→7.8%) / 60.8% (14.8%→5.8%) in low/mid-                includes applying audio-visual speech recognition in real-world
resource settings. low-resource and multilingual settings. ",cs.SD,C,-0.20170346,-0.09094983,0.21731779
http://arxiv.org/pdf/2201.01763v2,Robust Self-Supervised Audio-Visual Speech Recognition,"With less than 10% of labeled data, our
noise-augmented pre-training approach reduces recognition error       model outperforms prior SOTA by ∼ 50%. Our future work
by 81.8% (42.9%→7.8%) / 60.8% (14.8%→5.8%) in low/mid-                includes applying audio-visual speech recognition in real-world
resource settings. low-resource and multilingual settings. ",cs.SD,C,-0.20170346,-0.09094983,0.21731779
http://arxiv.org/pdf/2201.01763v3,Robust Self-Supervised Audio-Visual Speech Recognition,"With less than 10% of labeled data, our
noise-augmented pre-training approach reduces recognition error       model outperforms prior SOTA by ∼ 50%. Our future work
by 81.8% (42.9%→7.8%) / 60.8% (14.8%→5.8%) in low/mid-                includes applying audio-visual speech recognition in real-world
resource settings. low-resource and multilingual settings. ",cs.SD,C,-0.20170346,-0.09094983,0.21731779
http://arxiv.org/pdf/2201.01771v1,Self-Supervised Beat Tracking in Musical Signals with Polyphonic Contrastive Learning,"We struggled to train the model however. 37
38 discussion and future work

        learning, we truly believe that audio source separation algorithms
        such as Spleeter [27] could serve as a data augmentation technique
        tailored to musical representation learning. A key property of music
        is that it mixes sounds from one or more sources to produce a whole. ",cs.SD,B,-0.18450809,0.32688808,0.15112302
http://arxiv.org/pdf/2201.02994v1,Emotional Speaker Identification using a Novel Capsule Nets Model,"In addition, we plan to study speaker
identification performance in emotional environments using different input features, e.g., spectrograms. Finally,
further study into employing capsule networks in speaker and speech recognition with proven results is required
because capsule networks are currently in development. Compliance with Ethical Standards

   The authors thank the University of Sharjah for supporting this work through the Machine Learning and Arabic
Language Processing research group. ",cs.SD,C,-0.19969003,-0.19611305,-0.014416056
http://arxiv.org/pdf/2201.03217v2,Local Information Assisted Attention-free Decoder for Audio Captioning,"In       information, and overcomes the limitation of these attention-
                                                                 based methods. In a future work, we may explore the choice of
                                                                 adaptive window size to capture local information from audio
                                                                 clips with acoustic events and scenes of different duration. 1https://github.com/LittleFlyingSheep/P-LocalAFT/tree/main/examples
                                                                               5

                             REFERENCES                                        [16] Z. Liu, Y. Lin, Y. Cao, H. Hu, Y. Wei, Z. Zhang, S. Lin, B. Guo, “Swin
                                                                                     Transformer: Hierarchical vision Transformer using shifted windows”, in
 [1] K. Drossos, S. Lipping, T. Virtanen, “Clotho: An audio captioning               Proc. ",cs.SD,C,-0.15297656,0.1362715,0.10691818
http://arxiv.org/pdf/2201.03386v1,Sub-mW Keyword Spotting on an MCU: Analog Binary Feature Extraction and Binary Neural Networks,"and tiny circuit with a sufﬁciently simple sound detector based
on binary features. The full integration is left for future work. REFERENCES

                         VII. ",cs.SD,B,0.034848217,0.29658863,0.11198865
http://arxiv.org/pdf/2201.03967v2,Emotion Intensity and its Control for Emotional Voice Conversion,"Inspired by the successful  into the emotional speech synthesis systems, which moti-
attempts in prosody style control, several studies control        vates our study. We further study the use of perceptual
                                                                  losses in EVC training to improve the intelligibility of the
                                                                  converted emotion. 4

2.5 Research Gap (Summary)                                         Source            Linguistic Transplant
                                                                   Speech                                     Linguistic
Below, we summarise the gaps in the literature of emotional        (Neutral)
voice conversion that we aim to address in this paper. ",cs.SD,C,-0.31122717,-0.21687159,-0.26403183
http://arxiv.org/pdf/2201.03967v3,Emotion Intensity and its Control for Emotional Voice Conversion,"Inspired by the successful  into the emotional speech synthesis systems, which moti-
attempts in prosody style control, several studies control        vates our study. We further study the use of perceptual
                                                                  losses in EVC training to improve the intelligibility of the
                                                                  converted emotion. 4

2.5 Research Gap (Summary)                                         Source            Linguistic Transplant
                                                                   Speech                                     Linguistic
Below, we summarise the gaps in the literature of emotional        (Neutral)
voice conversion that we aim to address in this paper. ",cs.SD,C,-0.31122717,-0.21687159,-0.26403183
http://arxiv.org/pdf/2201.04583v1,VoxSRC 2021: The Third VoxCeleb Speaker Recognition Challenge,"Future work could involve increasing the amount of
VoxSRC workshops will be in person, but to maintain this wide        multi-modal data in the test set to reduce the uncertainty for less
access, we will endeavor to keep recording and livestreaming         frequent languages. presentations during future workshops. Participation in all four
of the tracks increased signiﬁcantly from last year (an increase          We are unable to make a direct comparison between the
of 21%, 157%, 140%, and 94% for Tracks 1, 2, 3, and 4 respec-        2020 and 2021 test sets, although the signiﬁcantly higher %
tively, in terms of numbers of teams submitting results). ",cs.SD,B,0.02583431,-0.015451545,-0.12548535
http://arxiv.org/pdf/2201.04583v2,VoxSRC 2021: The Third VoxCeleb Speaker Recognition Challenge,"We hope that in future the      work to be done to provide equally high performance across all
VoxSRC workshops will be in person, but to maintain this wide        languages. Future work could involve increasing the amount of
access, we will endeavor to keep recording and livestreaming         multi-modal data in the test set to reduce the uncertainty for less
presentations during future workshops. Participation in all four     frequent languages. ",cs.SD,C,-0.027899534,-0.08178306,-0.117328316
http://arxiv.org/pdf/2201.05554v1,Spectro-Temporal Deep Features for Disordered Speech Assessment and Recognition,"Sec.4 presents experiments and results of both speech intelli-     10                                                       10
gibility assessment and speech recognition on UASpeech. The
last section concludes and discuss possible future works. 20         U      0                               Σ      20                                                                                         ! ",cs.SD,C,-0.17569895,-0.14071226,-0.14321917
http://arxiv.org/pdf/2201.05562v1,Investigation of Data Augmentation Techniques for Disordered Speech Recognition,"Given an audio segment x(t), a perturbation factor α is
results on the UASpeech database. The last section concludes        applied along the time axis and gives the output y(t) as:
and discusses possible future works. y(t) = x(αt)                              (3)

              2. ",cs.SD,B,0.14261721,0.26731962,-0.17365873
http://arxiv.org/pdf/2201.05782v1,A Novel Multi-Task Learning Method for Symbolic Music Emotion Recognition,"BERT: pre-training of deep bidirectional
   We would like to apply the MT-SMNN framework to other                transformers for language understanding. In Proceedings of the
areas for future work. For example, the MT-SMNN based                   2019 Conference of the North American Chapter of the Associa-
models can be employed to build a metric for evaluating the             tion for Computational Linguistics: Human Language Technolo-
performance of emotion conditioned symbolic music genera-               gies, NAACL-HLT 2019, Minneapolis, MN, USA, June 2-7, 2019,
tion models. ",cs.SD,C,-0.101678595,-0.2844941,0.016559776
http://arxiv.org/pdf/2201.06426v1,On Training Targets and Activation Functions for Deep Representation Learning in Text-Dependent Speaker Verification,"We                  [17] F. Schroff, D. Kalenichenko, and J. Philbin, “Facenet: A uniﬁed
also believe that a better fusion strategy can further improve                       embedding for face recognition and clustering,” in arXiv:1503.03832/
the fusion system. Fusion in the feature domain is of interest                       IEEE Computer Society Conference on Computer Vision and Pattern
to investigate [52] and we keep it for future work. Recognition, 2015. ",cs.SD,A,0.19261706,-0.1607942,0.26101866
http://arxiv.org/pdf/2201.06460v1,"MsEmoTTS: Multi-scale emotion transfer, prediction, and control for emotional speech synthesis","step-wise method also increases the complexity of model
                                                                   training. For future work, jointly learning the classiﬁer under a
C. Local-level emotion presenting module (LM)                      multi-task framework is an alternative way to learn the global
                                                                   emotion representations within a uniﬁed acoustic model. As
   To demonstrate the effectiveness of the local emotion           for the local emotional strengths, it is worth exploring how to
strengths on the emotional speech synthesis, we replace the        model the strengths with neural networks in an unsupervised
syllable-level emotion strengths with the sentence-level emo-      manner, which beneﬁts to simplify both the training and
tion strengths, in which way only the global emotion strength      generation process. ",cs.SD,C,-0.2080144,-0.16322815,-0.06696716
